Sanskrit Word,Transliteration,Meaning,Page Number
स्मृती,smRitii,memory,213
स्यन्दने,syandane,chariot,213
स्यन्दिन्‌,syandin.h,oozing,213
स्यां,syaaM,would be,214
स्यात्‌,syaat.h,may be,214
स्युतम्‌,syutam.h,a bag,214
सोतसां,srotasaaM,of flowing rivers,214
स्व॒,sva,Self,214
स्वं,svaM,own,214
स्वकं,svakaM,His own,214
स्वकमं,svakarma,in his own duty,214
स्वकर्मणा,svakarmaNaa,by his own duties,214
स्वकीय,svakiiya,private,214
स्वचक्षुषा,svachakShushhaa,your own eyes,214
स्वच्छ,svachchha,pure,214
स्वच्छंदी,svachchha.ndii, self-absorbed,214
स्वजनं,svajanaM,kinsmen,214
स्वतंत्र,svata.ntra,Free,214
स्वतेजसा,svatejasaa,by Your radiance,214
स्वदेश,svadesha,one’s own country,214
स्वधमं,svadharmaM,your religious duty,214
स्वधम,svadharmaH,one’s prescribed duties,214
स्वधर्मे,svadharme,in one’s prescribed duties,214
स्वधा,svadhaa,oblation,214
स्वन,svana,sound,214
स्वनुष्ठितात्‌,svanushhThitaat.h,perfectly done,214
स्वपति,svapati,to sleep,214
स्वपन्‌,svapan.h,dreaming,214
स्वप्न,svapna,dream,214
स्वप्नं,svapnaM,dreaming,214
स्वप्नः,svapnaH,dreaming,214
स्वप्नशीलस्य,svapnashiilasya,of one who sleeps,214
स्वप्नावबोधस्य,svapnaavabodhasya,sleep and wakefulness,214
स्वप्ने,svapne,in dream,214
स्वभाव,svabhaava,nature or personal mental attributes,214
स्वभावः,svabhaavaH,characteristics,214
स्वभावजेन,svabhaavajena,born of your own nature,214
स्वभावनियतं,svabhaavaniyataM,prescribed according to one’s nature,214
स्वयं,svayaM,herself,214
स्वयंप्रकाशित,svayaMprakaashita,self-illumined like stars,215
स्वया,svayaa,by their own,215
स्वर,svara,sound,215
स्वरन्धरा,svarandharaa, harmonium,215
स्वरूप,svaruupa,one’s true nature,215
स्वरूपं,svaruupaM,form,215
स्वगं,svarga,heaven,215
स्वगं,svargaM,to heaven,215
स्वगतिं,svargatiM,passage to heaven,215
स्वगपराः,svargaparaaH,aiming to achieve heavenly planets,215
स्वगंलोक,svargalokaM,heaven,215
स्वलीलया,svaliilayaa,through one’s play-like action,215
स्वल्प,svalpa,little,215
स्वल्पं,svalpaM,a little,215
स्वल्पतन्त्रं,svalpatantraM,oligarchy,215
स्वसंवेदन,svasa.nvedana,the understanding of oneself,215
स्वस्ति,svasti,all peace,215
स्वस्तिकासन,svastikaasana,the prosperous posture,215
स्वस्तिर्नो,svastirno,good to us,215
स्वस्थः,svasthaH,being situated in himself,215
स्वस्थैः,svasthaiH,by healthy persons that is  healthy in minds and their minds being well,215
स्वस्यः,svasyaH,by his own,215
स्वहस्तः,svahastaH,Signature,215
स्वक्षेत्र,svakShetra,Planet in its own sign,215
स्वां,svaaM,of Myself,215
स्वागतकक्षः,svaagatakaxaH, drawing room,215
स्वाति,svaati,The fifteenth nakshatra,215
स्वाद,svaada,taste,215
स्वादते,svaadate,to taste,215
स्वादु,svaadu,sweet,215
स्वाधीन,svaadhiina,dependent on the self,215
स्वाध्यायः,svaadhyaayaH,study of Vedic literature,215
स्वामि,svaami,master,215
स्वामी,svaamii,the master,215
स्वायत्त,svaayatta,dependent only one onself,215
स्वाराज्य,svaaraajya,self rule that is not being subordinate someone else,215
स्वार्थं,svaartha,one’s own ends,215
स्वार्थी,svaarthii, self-centered,216
स्वीकरोति,sviikaroti,to accept,216
स्वेन,svena,by your own,216
स्वैरतन्त्रं,svairatantraM, autocracy,216
स्व्यं,svyaM,of one’s own,216
ह्‌,ha,the sun,216
हसः,ha.nsaH,swan,216
हसासन,ha.nsaasana,the swan posture,216
हट,haTa,force or against one’s will,216
हतं,hataM,killed,216
हतान्‌,hataan.h,already killed,216
हतानि,hataani,having been killed,216
हतैः,hataiH,having been killed,216
हत्या,hatyaa,assassination,216
हूत्वा,hatvaa,by killing,216
हनन,hanana,killing,216
हनिष्ये,hanishhye,I shall kill,216
हनुमत्प्रभुः,hanumatprabhuH,the lord of Hanuman,216
हनुमान,hanumaana,a monkey chief or son of Anjana and Vayu,216
हनुमानासन,hanumaanaasana,the splits,216
हन्त॒,hanta,O or Alas,216
हन्तारं,hantaaraM,the killer,216
हन्ति,hanti,kills,216
हन्तु,hantuM,to kill,216
हन्यते,hanyate,is killed,216
हन्यमाने,hanyamaane,being killed,216
हय,haya,horse,216
हयैः,hayaiH,horses,216
हर्‌,har.h,to steal,216
हूर,hara,shankara,216
ह्रः,haraH,shiva,216
हूरति,harati,to take away,216
हूरन्ति,haranti,d,216
हरसि,harasi,you remove,216
हरितम्‌,haritam.h,cabbage,217
हर्ताऽसि,hartaa.asi,are the usurper,217
हुम्यं,harmya,building,217
हषं,harshha,from happiness,217
हर्षशोकान्वितः,harshhashokaanvitaH,subject to joy and sorrow,217
हल,hala,a plough,217
हलासन,halaasana,the plough posture,217
हलाहल,halaahala,poison,217
हविषा,havishhaa,offerings,217
हसति,hasati,to laugh,217
हस्तघटी,hastaghaTii, wristwatch,217
हस्तात्‌,hastaat.h,from the hand,217
हस्ताक्षरम्‌,hastaakSharam.h, handwriting,217
हस्तिनि,hastini,in the elephant,217
हस्तिपकः,hastipakaH,mahout or one who rides the elephant,217
हाकिणी,haakiNii,the goddess in aGYaa chakra,217
हानि,haani,damage,217
हानिः,haaniH,destruction,217
हार्‌,haara,Garland,217
हारिणी,haariNii,remover,217
हालाहल,haalaahala,poison,217
हास,haasa,laughter,217
हास्य,haasya,the sentiment of humor,217
हि,hi,really,217
हिसा,hi.nsaa,violence,217
हिसात्मकः,hi.nsaatmakaH,always envious,217
हित,hita,benefit,217
हितं,hitaM,beneficial,217
हितकाम्यया,hitakaamyayaa,for your benefit,217
हिते,hite,in welfare work,217
हितैषिन्‌,hitaishhin.h,one who wishes good,217
हित्वा,hitvaa,having given up or abandoned,217
हिनस्ति,hinasti,degrade,218
हिमालयः,himaalayaH,the Himalayan mountains,218
हिरण्यकश्यपु,hiraNyakashyapu,a demon king who was killed by  lord Vishnu,218
हिरण्यगर्भ,hiraNyagarbha,Effulgent or a name of Sun,218
हिरण्यगभः,hiraNyagarbhaH,the Golden Embryo of life and form,218
हीनौ,hiinau,bereft or having lost,218
हूत,huta,offerings ,218
हुतं,hutaM,offered,218
हुतभुक्‌,hutabhuk.h,fire ,218
हुताशवक्त्रं,hutaashavaktraM,fire coming out of Your mouth,218
ह,hRi,to steal,218
हत,hRita,deprived of,218
हूत्स्थं,hRitsthaM,situated in the heart,218
हद्‌,hRid.h,heart ,218
हदय,hRidaya,heart,218
हदयं,hRidayaM,heart,218
हूदयानि,hRidayaani,hearts,218
हदयी,hRidayii,in my heart,218
हदयेषु,hRidayeshhu,in the hearts of,218
हदि,hRidi,in the heart,218
हूषीकेशं,hRishhiikeshaM,unto Lord KRishhNa,218
हूषीकेशः,hRishhiikeshaH,Hrsikesa or KRishhNa  the Lord who directs the senses of the devotees ,218
हृष्टरोमा,hRishhTaromaa,with his bodily hairs standing on end due to his great ecstasy,218
हूष्यामि,hRishhyaami,I am enjoying,218
हेतवः,hetavaH,causes,218
हेतु,hetu,intention,218
हेतुः,hetuH,aim ,218
हेतुना,hetunaa,for the reason,218
हेतोः,hetoH,in exchange,218
हेमन्‌,heman.h,gold,218
हेमन्त,hemanta, winter,218
होरा,horaa,A Varga or The Division of a sign into Solar and Lunar or Division into halves or used for determining wealth amongest other things,218
हयः,hyaH,yesterday,218
दियते,hriyate,is attracted,219
क्षणं,kShaNaM,one second,219
क्षणप्रभा,kShaNaprabhaa,lightning,219
क्षणवियोग,kShaNaviyoga,momentary separation,219
क्षत्रिय,kShatriya,the caste of princes and warriors,219
क्षत्रियबलं,kShatriyabalaM,the power or might of the kshatriyas or kings,219
क्षत्रियस्य,kShatriyasya,of the ksatriya,219
क्षत्रियाः,kShatriyaaH,the members of the royal order,219
क्षन्तिः,kShantiH,tolerance,219
क्षमता,kShamataa,ability,219
क्षमा,kShamaa,forgivance,219
क्षमी,kShamii,forgiving,219
क्षय,kShaya,loss or weakening or scaricity,219
क्षयं,kShayaM,destruction,219
क्षयकृत्‌,kShayakRit.h,the destroyer,219
क्षयति,kShayati, to decay,219
क्षयात्‌,kShayaat.h,consunption or destruction,219
क्षयाय,kShayaaya,for destruction,219
क्षरं,kSharaM,to the fallible,219
क्षरः,kSharaH,constantly changing,219
क्षात्रं,kShaatraM,of a ksatriya,219
क्षान्तिः,kShaantiH,tolerance,219
क्षामये,kShaamaye,ask forgiveness,219
क्षार,kShaara,salty,219
क्षालयति,kShaalayati,to wash,219
क्षितिपाल,kShitipaala,protector of the earth or king,219
क्षिप,kShip,to throw,219
क्षिपति,kShipati,to throw,219
क्षिपामि,kShipaami,I put,219
क्षी,kShii,to dimnish,219
क्षीणकल्मषाः,kShiiNakalmashhaaH,who are devoid of all sins,219
क्षीणे,kShiiNe,spent-up or weakened state of,219
क्षीर,kShiira,milk,219
क्षुधातं,kShudhaarta,hungry,220
क्षुध्यति,kShudhyati,to be hungry,220
क्षुभ्यति,kShubhyati,to tremble,220
क्षुरक्रिया,kShurakriyaa,shaving or cutting with a knife,220
क्षुरपत्रम्‌,kShurapatram.h,blade,220
क्षेत्र,kShetra,field,220
क्षेत्रज्ञं,kShetraGYaM,the knower of the field,220
क्षेत्रज्ञयोः,kShetraGYayoH,and the knower of the field,220
क्षेत्री,kShetrii,the soul,220
क्षेपणास्त्रः,kShepaNaastraH,missile,220
